poe,country,date,arrivals,arrivals_male,arrivals_female
Bangunan Sultan Iskandar,AFG,2020-01-01,2,0,2
Bangunan Sultan Iskandar,AFG,2020-02-01,0,0,0
Bangunan Sultan Iskandar,AFG,2020-03-01,3,3,0
Bangunan Sultan Iskandar,AFG,2020-04-01,0,0,0
Bangunan Sultan Iskandar,AFG,2020-05-01,0,0,0
Bangunan Sultan Iskandar,AFG,2020-06-01,0,0,0
Bangunan Sultan Iskandar,AFG,2020-07-01,0,0,0
Bangunan Sultan Iskandar,AFG,2020-08-01,0,0,0
Bangunan Sultan Iskandar,AFG,2020-09-01,0,0,0
Bangunan Sultan Iskandar,AFG,2020-10-01,0,0,0
Bangunan Sultan Iskandar,AFG,2020-11-01,0,0,0
Bangunan Sultan Iskandar,AFG,2020-12-01,0,0,0
Bangunan Sultan Iskandar,AFG,2021-01-01,0,0,0
Bangunan Sultan Iskandar,AFG,2021-02-01,0,0,0
Bangunan Sultan Iskandar,AFG,2021-03-01,0,0,0
Bangunan Sultan Iskandar,AFG,2021-04-01,0,0,0
Bangunan Sultan Iskandar,AFG,2021-05-01,0,0,0
Bangunan Sultan Iskandar,AFG,2021-06-01,0,0,0
Bangunan Sultan Iskandar,AFG,2021-07-01,0,0,0
Bangunan Sultan Iskandar,AFG,2021-08-01,0,0,0
Bangunan Sultan Iskandar,AFG,2021-09-01,0,0,0
Bangunan Sultan Iskandar,AFG,2021-10-01,0,0,0
Bangunan Sultan Iskandar,AFG,2021-11-01,0,0,0
Bangunan Sultan Iskandar,AFG,2021-12-01,0,0,0
Bangunan Sultan Iskandar,AFG,2022-01-01,0,0,0
Bangunan Sultan Iskandar,AFG,2022-02-01,0,0,0
Bangunan Sultan Iskandar,AFG,2022-03-01,0,0,0
Bangunan Sultan Iskandar,AFG,2022-04-01,0,0,0
Bangunan Sultan Iskandar,AFG,2022-05-01,1,1,0
Bangunan Sultan Iskandar,AFG,2022-06-01,0,0,0
Bangunan Sultan Iskandar,AFG,2022-07-01,0,0,0
Bangunan Sultan Iskandar,AFG,2022-08-01,0,0,0
Bangunan Sultan Iskandar,AFG,2022-09-01,0,0,0
Bangunan Sultan Iskandar,AFG,2022-10-01,0,0,0
Bangunan Sultan Iskandar,AFG,2022-11-01,0,0,0
Bangunan Sultan Iskandar,AFG,2022-12-01,0,0,0
Bangunan Sultan Iskandar,AFG,2023-01-01,0,0,0
Bangunan Sultan Iskandar,AFG,2023-02-01,0,0,0
Bangunan Sultan Iskandar,AFG,2023-03-01,1,1,0
Bangunan Sultan Iskandar,AFG,2023-04-01,0,0,0
Bangunan Sultan Iskandar,AFG,2023-05-01,1,1,0
Bangunan Sultan Iskandar,AFG,2023-06-01,0,0,0
Bangunan Sultan Iskandar,AFG,2023-07-01,0,0,0
Bangunan Sultan Iskandar,AFG,2023-08-01,0,0,0
Bangunan Sultan Iskandar,AFG,2023-09-01,0,0,0
Bangunan Sultan Iskandar,AFG,2023-10-01,0,0,0
Bangunan Sultan Iskandar,AFG,2023-11-01,0,0,0
Bangunan Sultan Iskandar,AGO,2020-01-01,0,0,0
Bangunan Sultan Iskandar,AGO,2020-02-01,0,0,0
Bangunan Sultan Iskandar,AGO,2020-03-01,0,0,0
Bangunan Sultan Iskandar,AGO,2020-04-01,0,0,0
Bangunan Sultan Iskandar,AGO,2020-05-01,0,0,0
Bangunan Sultan Iskandar,AGO,2020-06-01,0,0,0
Bangunan Sultan Iskandar,AGO,2020-07-01,0,0,0
Bangunan Sultan Iskandar,AGO,2020-08-01,0,0,0
Bangunan Sultan Iskandar,AGO,2020-09-01,0,0,0
Bangunan Sultan Iskandar,AGO,2020-10-01,0,0,0
Bangunan Sultan Iskandar,AGO,2020-11-01,0,0,0
Bangunan Sultan Iskandar,AGO,2020-12-01,0,0,0
Bangunan Sultan Iskandar,AGO,2021-01-01,0,0,0
Bangunan Sultan Iskandar,AGO,2021-02-01,0,0,0
Bangunan Sultan Iskandar,AGO,2021-03-01,0,0,0
Bangunan Sultan Iskandar,AGO,2021-04-01,0,0,0
Bangunan Sultan Iskandar,AGO,2021-05-01,0,0,0
Bangunan Sultan Iskandar,AGO,2021-06-01,0,0,0
Bangunan Sultan Iskandar,AGO,2021-07-01,0,0,0
Bangunan Sultan Iskandar,AGO,2021-08-01,0,0,0
Bangunan Sultan Iskandar,AGO,2021-09-01,0,0,0
Bangunan Sultan Iskandar,AGO,2021-10-01,0,0,0
Bangunan Sultan Iskandar,AGO,2021-11-01,0,0,0
Bangunan Sultan Iskandar,AGO,2021-12-01,0,0,0
Bangunan Sultan Iskandar,AGO,2022-01-01,0,0,0
Bangunan Sultan Iskandar,AGO,2022-02-01,0,0,0
Bangunan Sultan Iskandar,AGO,2022-03-01,0,0,0
Bangunan Sultan Iskandar,AGO,2022-04-01,0,0,0
Bangunan Sultan Iskandar,AGO,2022-05-01,0,0,0
Bangunan Sultan Iskandar,AGO,2022-06-01,0,0,0
Bangunan Sultan Iskandar,AGO,2022-07-01,0,0,0
Bangunan Sultan Iskandar,AGO,2022-08-01,0,0,0
Bangunan Sultan Iskandar,AGO,2022-09-01,0,0,0
Bangunan Sultan Iskandar,AGO,2022-10-01,0,0,0
Bangunan Sultan Iskandar,AGO,2022-11-01,0,0,0
Bangunan Sultan Iskandar,AGO,2022-12-01,0,0,0
Bangunan Sultan Iskandar,AGO,2023-01-01,0,0,0
Bangunan Sultan Iskandar,AGO,2023-02-01,0,0,0
Bangunan Sultan Iskandar,AGO,2023-03-01,1,1,0
Bangunan Sultan Iskandar,AGO,2023-04-01,0,0,0
Bangunan Sultan Iskandar,AGO,2023-05-01,0,0,0
Bangunan Sultan Iskandar,AGO,2023-06-01,0,0,0
Bangunan Sultan Iskandar,AGO,2023-07-01,0,0,0
Bangunan Sultan Iskandar,AGO,2023-08-01,0,0,0
Bangunan Sultan Iskandar,AGO,2023-09-01,0,0,0
Bangunan Sultan Iskandar,AGO,2023-10-01,0,0,0
Bangunan Sultan Iskandar,AGO,2023-11-01,0,0,0
Bangunan Sultan Iskandar,ALB,2020-01-01,22,11,11
Bangunan Sultan Iskandar,ALB,2020-02-01,20,8,12
Bangunan Sultan Iskandar,ALB,2020-03-01,7,6,1
Bangunan Sultan Iskandar,ALB,2020-04-01,0,0,0
Bangunan Sultan Iskandar,ALB,2020-05-01,0,0,0
Bangunan Sultan Iskandar,ALB,2020-06-01,0,0,0
Bangunan Sultan Iskandar,ALB,2020-07-01,0,0,0
Bangunan Sultan Iskandar,ALB,2020-08-01,0,0,0
Bangunan Sultan Iskandar,ALB,2020-09-01,0,0,0
Bangunan Sultan Iskandar,ALB,2020-10-01,0,0,0
Bangunan Sultan Iskandar,ALB,2020-11-01,0,0,0
Bangunan Sultan Iskandar,ALB,2020-12-01,1,1,0
Bangunan Sultan Iskandar,ALB,2021-01-01,0,0,0
Bangunan Sultan Iskandar,ALB,2021-02-01,0,0,0
Bangunan Sultan Iskandar,ALB,2021-03-01,0,0,0
Bangunan Sultan Iskandar,ALB,2021-04-01,0,0,0
Bangunan Sultan Iskandar,ALB,2021-05-01,0,0,0
Bangunan Sultan Iskandar,ALB,2021-06-01,0,0,0
Bangunan Sultan Iskandar,ALB,2021-07-01,0,0,0
Bangunan Sultan Iskandar,ALB,2021-08-01,0,0,0
Bangunan Sultan Iskandar,ALB,2021-09-01,0,0,0
Bangunan Sultan Iskandar,ALB,2021-10-01,0,0,0
Bangunan Sultan Iskandar,ALB,2021-11-01,0,0,0
Bangunan Sultan Iskandar,ALB,2021-12-01,0,0,0
Bangunan Sultan Iskandar,ALB,2022-01-01,0,0,0
Bangunan Sultan Iskandar,ALB,2022-02-01,0,0,0
Bangunan Sultan Iskandar,ALB,2022-03-01,0,0,0
Bangunan Sultan Iskandar,ALB,2022-04-01,3,2,1
Bangunan Sultan Iskandar,ALB,2022-05-01,2,2,0
Bangunan Sultan Iskandar,ALB,2022-06-01,1,1,0
Bangunan Sultan Iskandar,ALB,2022-07-01,6,4,2
Bangunan Sultan Iskandar,ALB,2022-08-01,12,8,4
Bangunan Sultan Iskandar,ALB,2022-09-01,6,3,3
Bangunan Sultan Iskandar,ALB,2022-10-01,17,12,5
Bangunan Sultan Iskandar,ALB,2022-11-01,8,7,1
Bangunan Sultan Iskandar,ALB,2022-12-01,3,3,0
Bangunan Sultan Iskandar,ALB,2023-01-01,7,5,2
Bangunan Sultan Iskandar,ALB,2023-02-01,2,2,0
Bangunan Sultan Iskandar,ALB,2023-03-01,6,5,1
Bangunan Sultan Iskandar,ALB,2023-04-01,10,10,0
Bangunan Sultan Iskandar,ALB,2023-05-01,15,12,3
Bangunan Sultan Iskandar,ALB,2023-06-01,7,7,0
Bangunan Sultan Iskandar,ALB,2023-07-01,14,11,3
Bangunan Sultan Iskandar,ALB,2023-08-01,13,11,2
Bangunan Sultan Iskandar,ALB,2023-09-01,16,11,5
Bangunan Sultan Iskandar,ALB,2023-10-01,19,14,5
Bangunan Sultan Iskandar,ALB,2023-11-01,11,9,2
Bangunan Sultan Iskandar,AND,2020-01-01,0,0,0
Bangunan Sultan Iskandar,AND,2020-02-01,0,0,0
Bangunan Sultan Iskandar,AND,2020-03-01,0,0,0
Bangunan Sultan Iskandar,AND,2020-04-01,0,0,0
Bangunan Sultan Iskandar,AND,2020-05-01,0,0,0
Bangunan Sultan Iskandar,AND,2020-06-01,0,0,0
Bangunan Sultan Iskandar,AND,2020-07-01,0,0,0
Bangunan Sultan Iskandar,AND,2020-08-01,0,0,0
Bangunan Sultan Iskandar,AND,2020-09-01,0,0,0
Bangunan Sultan Iskandar,AND,2020-10-01,0,0,0
Bangunan Sultan Iskandar,AND,2020-11-01,0,0,0
Bangunan Sultan Iskandar,AND,2020-12-01,0,0,0
Bangunan Sultan Iskandar,AND,2021-01-01,0,0,0
Bangunan Sultan Iskandar,AND,2021-02-01,0,0,0
Bangunan Sultan Iskandar,AND,2021-03-01,0,0,0
Bangunan Sultan Iskandar,AND,2021-04-01,0,0,0
Bangunan Sultan Iskandar,AND,2021-05-01,0,0,0
Bangunan Sultan Iskandar,AND,2021-06-01,0,0,0
Bangunan Sultan Iskandar,AND,2021-07-01,0,0,0
Bangunan Sultan Iskandar,AND,2021-08-01,0,0,0
Bangunan Sultan Iskandar,AND,2021-09-01,0,0,0
Bangunan Sultan Iskandar,AND,2021-10-01,0,0,0
Bangunan Sultan Iskandar,AND,2021-11-01,0,0,0
Bangunan Sultan Iskandar,AND,2021-12-01,0,0,0
Bangunan Sultan Iskandar,AND,2022-01-01,0,0,0
Bangunan Sultan Iskandar,AND,2022-02-01,0,0,0
Bangunan Sultan Iskandar,AND,2022-03-01,0,0,0
Bangunan Sultan Iskandar,AND,2022-04-01,0,0,0
Bangunan Sultan Iskandar,AND,2022-05-01,0,0,0
Bangunan Sultan Iskandar,AND,2022-06-01,0,0,0
Bangunan Sultan Iskandar,AND,2022-07-01,0,0,0
Bangunan Sultan Iskandar,AND,2022-08-01,0,0,0
Bangunan Sultan Iskandar,AND,2022-09-01,1,1,0
Bangunan Sultan Iskandar,AND,2022-10-01,0,0,0
Bangunan Sultan Iskandar,AND,2022-11-01,0,0,0
Bangunan Sultan Iskandar,AND,2022-12-01,0,0,0
Bangunan Sultan Iskandar,AND,2023-01-01,0,0,0
Bangunan Sultan Iskandar,AND,2023-02-01,0,0,0
Bangunan Sultan Iskandar,AND,2023-03-01,0,0,0
Bangunan Sultan Iskandar,AND,2023-04-01,0,0,0
Bangunan Sultan Iskandar,AND,2023-05-01,0,0,0
Bangunan Sultan Iskandar,AND,2023-06-01,0,0,0
Bangunan Sultan Iskandar,AND,2023-07-01,0,0,0
Bangunan Sultan Iskandar,AND,2023-08-01,0,0,0
Bangunan Sultan Iskandar,AND,2023-09-01,1,1,0
Bangunan Sultan Iskandar,AND,2023-10-01,0,0,0
Bangunan Sultan Iskandar,AND,2023-11-01,1,0,1
Bangunan Sultan Iskandar,ARE,2020-01-01,11,7,4
Bangunan Sultan Iskandar,ARE,2020-02-01,4,4,0
Bangunan Sultan Iskandar,ARE,2020-03-01,4,4,0
Bangunan Sultan Iskandar,ARE,2020-04-01,0,0,0
Bangunan Sultan Iskandar,ARE,2020-05-01,0,0,0
Bangunan Sultan Iskandar,ARE,2020-06-01,0,0,0
Bangunan Sultan Iskandar,ARE,2020-07-01,0,0,0
Bangunan Sultan Iskandar,ARE,2020-08-01,0,0,0
Bangunan Sultan Iskandar,ARE,2020-09-01,0,0,0
Bangunan Sultan Iskandar,ARE,2020-10-01,0,0,0
Bangunan Sultan Iskandar,ARE,2020-11-01,0,0,0
Bangunan Sultan Iskandar,ARE,2020-12-01,0,0,0
Bangunan Sultan Iskandar,ARE,2021-01-01,0,0,0
Bangunan Sultan Iskandar,ARE,2021-02-01,0,0,0
Bangunan Sultan Iskandar,ARE,2021-03-01,0,0,0
Bangunan Sultan Iskandar,ARE,2021-04-01,0,0,0
Bangunan Sultan Iskandar,ARE,2021-05-01,0,0,0
Bangunan Sultan Iskandar,ARE,2021-06-01,0,0,0
Bangunan Sultan Iskandar,ARE,2021-07-01,0,0,0
Bangunan Sultan Iskandar,ARE,2021-08-01,0,0,0
Bangunan Sultan Iskandar,ARE,2021-09-01,0,0,0
Bangunan Sultan Iskandar,ARE,2021-10-01,0,0,0
Bangunan Sultan Iskandar,ARE,2021-11-01,0,0,0
Bangunan Sultan Iskandar,ARE,2021-12-01,0,0,0
Bangunan Sultan Iskandar,ARE,2022-01-01,0,0,0
Bangunan Sultan Iskandar,ARE,2022-02-01,0,0,0
Bangunan Sultan Iskandar,ARE,2022-03-01,0,0,0
Bangunan Sultan Iskandar,ARE,2022-04-01,1,1,0
Bangunan Sultan Iskandar,ARE,2022-05-01,4,4,0
Bangunan Sultan Iskandar,ARE,2022-06-01,9,5,4
Bangunan Sultan Iskandar,ARE,2022-07-01,19,9,10
Bangunan Sultan Iskandar,ARE,2022-08-01,20,13,7
Bangunan Sultan Iskandar,ARE,2022-09-01,6,4,2
Bangunan Sultan Iskandar,ARE,2022-10-01,29,20,9
Bangunan Sultan Iskandar,ARE,2022-11-01,29,25,4
Bangunan Sultan Iskandar,ARE,2022-12-01,19,11,8
Bangunan Sultan Iskandar,ARE,2023-01-01,9,7,2
Bangunan Sultan Iskandar,ARE,2023-02-01,8,5,3
Bangunan Sultan Iskandar,ARE,2023-03-01,7,7,0
Bangunan Sultan Iskandar,ARE,2023-04-01,14,13,1
Bangunan Sultan Iskandar,ARE,2023-05-01,13,9,4
Bangunan Sultan Iskandar,ARE,2023-06-01,14,10,4
Bangunan Sultan Iskandar,ARE,2023-07-01,76,43,33
Bangunan Sultan Iskandar,ARE,2023-08-01,52,24,28
Bangunan Sultan Iskandar,ARE,2023-09-01,1,1,0
Bangunan Sultan Iskandar,ARE,2023-10-01,8,4,4
Bangunan Sultan Iskandar,ARE,2023-11-01,6,5,1
Bangunan Sultan Iskandar,ARG,2020-01-01,70,37,33
Bangunan Sultan Iskandar,ARG,2020-02-01,14,8,6
Bangunan Sultan Iskandar,ARG,2020-03-01,12,8,4
Bangunan Sultan Iskandar,ARG,2020-04-01,0,0,0
Bangunan Sultan Iskandar,ARG,2020-05-01,0,0,0
Bangunan Sultan Iskandar,ARG,2020-06-01,0,0,0
Bangunan Sultan Iskandar,ARG,2020-07-01,0,0,0
Bangunan Sultan Iskandar,ARG,2020-08-01,0,0,0
Bangunan Sultan Iskandar,ARG,2020-09-01,1,1,0
Bangunan Sultan Iskandar,ARG,2020-10-01,0,0,0
Bangunan Sultan Iskandar,ARG,2020-11-01,0,0,0
Bangunan Sultan Iskandar,ARG,2020-12-01,0,0,0
Bangunan Sultan Iskandar,ARG,2021-01-01,0,0,0
Bangunan Sultan Iskandar,ARG,2021-02-01,0,0,0
Bangunan Sultan Iskandar,ARG,2021-03-01,0,0,0
Bangunan Sultan Iskandar,ARG,2021-04-01,0,0,0
Bangunan Sultan Iskandar,ARG,2021-05-01,0,0,0
Bangunan Sultan Iskandar,ARG,2021-06-01,0,0,0
Bangunan Sultan Iskandar,ARG,2021-07-01,0,0,0
Bangunan Sultan Iskandar,ARG,2021-08-01,0,0,0
Bangunan Sultan Iskandar,ARG,2021-09-01,0,0,0
Bangunan Sultan Iskandar,ARG,2021-10-01,0,0,0
Bangunan Sultan Iskandar,ARG,2021-11-01,0,0,0
Bangunan Sultan Iskandar,ARG,2021-12-01,0,0,0
Bangunan Sultan Iskandar,ARG,2022-01-01,0,0,0
Bangunan Sultan Iskandar,ARG,2022-02-01,0,0,0
Bangunan Sultan Iskandar,ARG,2022-03-01,0,0,0
Bangunan Sultan Iskandar,ARG,2022-04-01,5,5,0
Bangunan Sultan Iskandar,ARG,2022-05-01,22,13,9
Bangunan Sultan Iskandar,ARG,2022-06-01,17,11,6
Bangunan Sultan Iskandar,ARG,2022-07-01,17,8,9
Bangunan Sultan Iskandar,ARG,2022-08-01,18,10,8
Bangunan Sultan Iskandar,ARG,2022-09-01,20,11,9
Bangunan Sultan Iskandar,ARG,2022-10-01,14,7,7
Bangunan Sultan Iskandar,ARG,2022-11-01,6,4,2
Bangunan Sultan Iskandar,ARG,2022-12-01,8,4,4
Bangunan Sultan Iskandar,ARG,2023-01-01,33,18,15
Bangunan Sultan Iskandar,ARG,2023-02-01,23,16,7
Bangunan Sultan Iskandar,ARG,2023-03-01,15,11,4
Bangunan Sultan Iskandar,ARG,2023-04-01,12,9,3
Bangunan Sultan Iskandar,ARG,2023-05-01,22,12,10
Bangunan Sultan Iskandar,ARG,2023-06-01,12,10,2
Bangunan Sultan Iskandar,ARG,2023-07-01,27,16,11
Bangunan Sultan Iskandar,ARG,2023-08-01,40,25,15
Bangunan Sultan Iskandar,ARG,2023-09-01,18,10,8
Bangunan Sultan Iskandar,ARG,2023-10-01,21,13,8
Bangunan Sultan Iskandar,ARG,2023-11-01,21,14,7
Bangunan Sultan Iskandar,ARM,2020-01-01,1,0,1
Bangunan Sultan Iskandar,ARM,2020-02-01,1,0,1
Bangunan Sultan Iskandar,ARM,2020-03-01,0,0,0
Bangunan Sultan Iskandar,ARM,2020-04-01,0,0,0
Bangunan Sultan Iskandar,ARM,2020-05-01,0,0,0
Bangunan Sultan Iskandar,ARM,2020-06-01,0,0,0
Bangunan Sultan Iskandar,ARM,2020-07-01,0,0,0
Bangunan Sultan Iskandar,ARM,2020-08-01,0,0,0
Bangunan Sultan Iskandar,ARM,2020-09-01,0,0,0
Bangunan Sultan Iskandar,ARM,2020-10-01,0,0,0
Bangunan Sultan Iskandar,ARM,2020-11-01,0,0,0
Bangunan Sultan Iskandar,ARM,2020-12-01,0,0,0
Bangunan Sultan Iskandar,ARM,2021-01-01,0,0,0
Bangunan Sultan Iskandar,ARM,2021-02-01,0,0,0
Bangunan Sultan Iskandar,ARM,2021-03-01,0,0,0
Bangunan Sultan Iskandar,ARM,2021-04-01,0,0,0
Bangunan Sultan Iskandar,ARM,2021-05-01,0,0,0
Bangunan Sultan Iskandar,ARM,2021-06-01,0,0,0
Bangunan Sultan Iskandar,ARM,2021-07-01,0,0,0
Bangunan Sultan Iskandar,ARM,2021-08-01,0,0,0
Bangunan Sultan Iskandar,ARM,2021-09-01,0,0,0
Bangunan Sultan Iskandar,ARM,2021-10-01,0,0,0
Bangunan Sultan Iskandar,ARM,2021-11-01,0,0,0
Bangunan Sultan Iskandar,ARM,2021-12-01,0,0,0
Bangunan Sultan Iskandar,ARM,2022-01-01,0,0,0
Bangunan Sultan Iskandar,ARM,2022-02-01,0,0,0
Bangunan Sultan Iskandar,ARM,2022-03-01,0,0,0
Bangunan Sultan Iskandar,ARM,2022-04-01,1,1,0
Bangunan Sultan Iskandar,ARM,2022-05-01,1,1,0
Bangunan Sultan Iskandar,ARM,2022-06-01,0,0,0
Bangunan Sultan Iskandar,ARM,2022-07-01,5,1,4
Bangunan Sultan Iskandar,ARM,2022-08-01,0,0,0
Bangunan Sultan Iskandar,ARM,2022-09-01,1,1,0
Bangunan Sultan Iskandar,ARM,2022-10-01,0,0,0
Bangunan Sultan Iskandar,ARM,2022-11-01,0,0,0
Bangunan Sultan Iskandar,ARM,2022-12-01,3,3,0
Bangunan Sultan Iskandar,ARM,2023-01-01,2,1,1
Bangunan Sultan Iskandar,ARM,2023-02-01,0,0,0
Bangunan Sultan Iskandar,ARM,2023-03-01,2,1,1
Bangunan Sultan Iskandar,ARM,2023-04-01,0,0,0
Bangunan Sultan Iskandar,ARM,2023-05-01,2,0,2
Bangunan Sultan Iskandar,ARM,2023-06-01,1,1,0
Bangunan Sultan Iskandar,ARM,2023-07-01,0,0,0
Bangunan Sultan Iskandar,ARM,2023-08-01,0,0,0
Bangunan Sultan Iskandar,ARM,2023-09-01,0,0,0
Bangunan Sultan Iskandar,ARM,2023-10-01,2,0,2
Bangunan Sultan Iskandar,ARM,2023-11-01,2,2,0
Bangunan Sultan Iskandar,ATG,2020-01-01,3,1,2
Bangunan Sultan Iskandar,ATG,2020-02-01,0,0,0
Bangunan Sultan Iskandar,ATG,2020-03-01,0,0,0
Bangunan Sultan Iskandar,ATG,2020-04-01,0,0,0
Bangunan Sultan Iskandar,ATG,2020-05-01,0,0,0
Bangunan Sultan Iskandar,ATG,2020-06-01,0,0,0
Bangunan Sultan Iskandar,ATG,2020-07-01,0,0,0
Bangunan Sultan Iskandar,ATG,2020-08-01,0,0,0
Bangunan Sultan Iskandar,ATG,2020-09-01,0,0,0
Bangunan Sultan Iskandar,ATG,2020-10-01,0,0,0
Bangunan Sultan Iskandar,ATG,2020-11-01,0,0,0
Bangunan Sultan Iskandar,ATG,2020-12-01,0,0,0
Bangunan Sultan Iskandar,ATG,2021-01-01,0,0,0
Bangunan Sultan Iskandar,ATG,2021-02-01,0,0,0
Bangunan Sultan Iskandar,ATG,2021-03-01,0,0,0
Bangunan Sultan Iskandar,ATG,2021-04-01,0,0,0
Bangunan Sultan Iskandar,ATG,2021-05-01,0,0,0
Bangunan Sultan Iskandar,ATG,2021-06-01,0,0,0
Bangunan Sultan Iskandar,ATG,2021-07-01,0,0,0
Bangunan Sultan Iskandar,ATG,2021-08-01,0,0,0
Bangunan Sultan Iskandar,ATG,2021-09-01,0,0,0
Bangunan Sultan Iskandar,ATG,2021-10-01,0,0,0
Bangunan Sultan Iskandar,ATG,2021-11-01,0,0,0
Bangunan Sultan Iskandar,ATG,2021-12-01,0,0,0
Bangunan Sultan Iskandar,ATG,2022-01-01,0,0,0
Bangunan Sultan Iskandar,ATG,2022-02-01,0,0,0
Bangunan Sultan Iskandar,ATG,2022-03-01,0,0,0
Bangunan Sultan Iskandar,ATG,2022-04-01,0,0,0
Bangunan Sultan Iskandar,ATG,2022-05-01,0,0,0
Bangunan Sultan Iskandar,ATG,2022-06-01,2,1,1
Bangunan Sultan Iskandar,ATG,2022-07-01,0,0,0
Bangunan Sultan Iskandar,ATG,2022-08-01,3,2,1
Bangunan Sultan Iskandar,ATG,2022-09-01,0,0,0
Bangunan Sultan Iskandar,ATG,2022-10-01,0,0,0
Bangunan Sultan Iskandar,ATG,2022-11-01,1,1,0
Bangunan Sultan Iskandar,ATG,2022-12-01,0,0,0
Bangunan Sultan Iskandar,ATG,2023-01-01,6,2,4
Bangunan Sultan Iskandar,ATG,2023-02-01,0,0,0
Bangunan Sultan Iskandar,ATG,2023-03-01,2,2,0
Bangunan Sultan Iskandar,ATG,2023-04-01,4,3,1
Bangunan Sultan Iskandar,ATG,2023-05-01,2,2,0
Bangunan Sultan Iskandar,ATG,2023-06-01,3,3,0
Bangunan Sultan Iskandar,ATG,2023-07-01,2,2,0
Bangunan Sultan Iskandar,ATG,2023-08-01,5,4,1
Bangunan Sultan Iskandar,ATG,2023-09-01,1,1,0
Bangunan Sultan Iskandar,ATG,2023-10-01,3,2,1
Bangunan Sultan Iskandar,ATG,2023-11-01,0,0,0
Bangunan Sultan Iskandar,AUS,2020-01-01,3958,2222,1736
Bangunan Sultan Iskandar,AUS,2020-02-01,1546,1003,543
Bangunan Sultan Iskandar,AUS,2020-03-01,630,419,211
Bangunan Sultan Iskandar,AUS,2020-04-01,0,0,0
Bangunan Sultan Iskandar,AUS,2020-05-01,0,0,0
Bangunan Sultan Iskandar,AUS,2020-06-01,0,0,0
Bangunan Sultan Iskandar,AUS,2020-07-01,2,2,0
Bangunan Sultan Iskandar,AUS,2020-08-01,4,4,0
Bangunan Sultan Iskandar,AUS,2020-09-01,5,5,0
Bangunan Sultan Iskandar,AUS,2020-10-01,2,2,0
Bangunan Sultan Iskandar,AUS,2020-11-01,4,2,2
Bangunan Sultan Iskandar,AUS,2020-12-01,6,3,3
Bangunan Sultan Iskandar,AUS,2021-01-01,6,2,4
Bangunan Sultan Iskandar,AUS,2021-02-01,1,1,0
Bangunan Sultan Iskandar,AUS,2021-03-01,1,0,1
Bangunan Sultan Iskandar,AUS,2021-04-01,1,1,0
Bangunan Sultan Iskandar,AUS,2021-05-01,0,0,0
Bangunan Sultan Iskandar,AUS,2021-06-01,1,0,1
Bangunan Sultan Iskandar,AUS,2021-07-01,1,1,0
Bangunan Sultan Iskandar,AUS,2021-08-01,0,0,0
Bangunan Sultan Iskandar,AUS,2021-09-01,0,0,0
Bangunan Sultan Iskandar,AUS,2021-10-01,2,2,0
Bangunan Sultan Iskandar,AUS,2021-11-01,0,0,0
Bangunan Sultan Iskandar,AUS,2021-12-01,2,1,1
Bangunan Sultan Iskandar,AUS,2022-01-01,0,0,0
Bangunan Sultan Iskandar,AUS,2022-02-01,0,0,0
Bangunan Sultan Iskandar,AUS,2022-03-01,4,4,0
Bangunan Sultan Iskandar,AUS,2022-04-01,743,456,287
Bangunan Sultan Iskandar,AUS,2022-05-01,1102,691,411
Bangunan Sultan Iskandar,AUS,2022-06-01,1297,764,533
Bangunan Sultan Iskandar,AUS,2022-07-01,1725,1008,717
Bangunan Sultan Iskandar,AUS,2022-08-01,1427,841,586
Bangunan Sultan Iskandar,AUS,2022-09-01,1849,1088,761
Bangunan Sultan Iskandar,AUS,2022-10-01,1977,1196,781
Bangunan Sultan Iskandar,AUS,2022-11-01,1717,1006,711
Bangunan Sultan Iskandar,AUS,2022-12-01,2377,1288,1089
Bangunan Sultan Iskandar,AUS,2023-01-01,2974,1676,1298
Bangunan Sultan Iskandar,AUS,2023-02-01,1939,1094,845
Bangunan Sultan Iskandar,AUS,2023-03-01,1755,1054,701
Bangunan Sultan Iskandar,AUS,2023-04-01,2340,1273,1067
Bangunan Sultan Iskandar,AUS,2023-05-01,1876,1093,783
Bangunan Sultan Iskandar,AUS,2023-06-01,1987,1167,820
Bangunan Sultan Iskandar,AUS,2023-07-01,2494,1409,1085
Bangunan Sultan Iskandar,AUS,2023-08-01,2035,1141,894
Bangunan Sultan Iskandar,AUS,2023-09-01,2570,1511,1059
Bangunan Sultan Iskandar,AUS,2023-10-01,2397,1433,964
Bangunan Sultan Iskandar,AUS,2023-11-01,2253,1310,943
Bangunan Sultan Iskandar,AUT,2020-01-01,85,64,21
Bangunan Sultan Iskandar,AUT,2020-02-01,55,36,19
Bangunan Sultan Iskandar,AUT,2020-03-01,19,16,3
Bangunan Sultan Iskandar,AUT,2020-04-01,0,0,0
Bangunan Sultan Iskandar,AUT,2020-05-01,0,0,0
Bangunan Sultan Iskandar,AUT,2020-06-01,0,0,0
Bangunan Sultan Iskandar,AUT,2020-07-01,0,0,0
Bangunan Sultan Iskandar,AUT,2020-08-01,0,0,0
Bangunan Sultan Iskandar,AUT,2020-09-01,0,0,0
Bangunan Sultan Iskandar,AUT,2020-10-01,1,1,0
Bangunan Sultan Iskandar,AUT,2020-11-01,0,0,0
Bangunan Sultan Iskandar,AUT,2020-12-01,0,0,0
Bangunan Sultan Iskandar,AUT,2021-01-01,0,0,0
