poe,country,date,arrivals,arrivals_male,arrivals_female
Jeti Pasir Gudang,PSE,2022-11-01,0,0,0
Jeti Pasir Gudang,PSE,2022-12-01,0,0,0
Jeti Pasir Gudang,PSE,2023-01-01,0,0,0
Jeti Pasir Gudang,PSE,2023-02-01,0,0,0
Jeti Pasir Gudang,PSE,2023-03-01,0,0,0
Jeti Pasir Gudang,PSE,2023-04-01,0,0,0
Jeti Pasir Gudang,PSE,2023-05-01,0,0,0
Jeti Pasir Gudang,PSE,2023-06-01,0,0,0
Jeti Pasir Gudang,PSE,2023-07-01,1,1,0
Jeti Pasir Gudang,PSE,2023-08-01,0,0,0
Jeti Pasir Gudang,PSE,2023-09-01,0,0,0
Jeti Pasir Gudang,PSE,2023-10-01,0,0,0
Jeti Pasir Gudang,PSE,2023-11-01,0,0,0
Jeti Pasir Gudang,RUS,2020-01-01,0,0,0
Jeti Pasir Gudang,RUS,2020-02-01,1,1,0
Jeti Pasir Gudang,RUS,2020-03-01,0,0,0
Jeti Pasir Gudang,RUS,2020-04-01,0,0,0
Jeti Pasir Gudang,RUS,2020-05-01,0,0,0
Jeti Pasir Gudang,RUS,2020-06-01,0,0,0
Jeti Pasir Gudang,RUS,2020-07-01,0,0,0
Jeti Pasir Gudang,RUS,2020-08-01,0,0,0
Jeti Pasir Gudang,RUS,2020-09-01,0,0,0
Jeti Pasir Gudang,RUS,2020-10-01,0,0,0
Jeti Pasir Gudang,RUS,2020-11-01,0,0,0
Jeti Pasir Gudang,RUS,2020-12-01,0,0,0
Jeti Pasir Gudang,RUS,2021-01-01,0,0,0
Jeti Pasir Gudang,RUS,2021-02-01,0,0,0
Jeti Pasir Gudang,RUS,2021-03-01,0,0,0
Jeti Pasir Gudang,RUS,2021-04-01,0,0,0
Jeti Pasir Gudang,RUS,2021-05-01,0,0,0
Jeti Pasir Gudang,RUS,2021-06-01,0,0,0
Jeti Pasir Gudang,RUS,2021-07-01,0,0,0
Jeti Pasir Gudang,RUS,2021-08-01,0,0,0
Jeti Pasir Gudang,RUS,2021-09-01,0,0,0
Jeti Pasir Gudang,RUS,2021-10-01,0,0,0
Jeti Pasir Gudang,RUS,2021-11-01,0,0,0
Jeti Pasir Gudang,RUS,2021-12-01,0,0,0
Jeti Pasir Gudang,RUS,2022-01-01,0,0,0
Jeti Pasir Gudang,RUS,2022-02-01,0,0,0
Jeti Pasir Gudang,RUS,2022-03-01,0,0,0
Jeti Pasir Gudang,RUS,2022-04-01,0,0,0
Jeti Pasir Gudang,RUS,2022-05-01,0,0,0
Jeti Pasir Gudang,RUS,2022-06-01,0,0,0
Jeti Pasir Gudang,RUS,2022-07-01,0,0,0
Jeti Pasir Gudang,RUS,2022-08-01,0,0,0
Jeti Pasir Gudang,RUS,2022-09-01,0,0,0
Jeti Pasir Gudang,RUS,2022-10-01,0,0,0
Jeti Pasir Gudang,RUS,2022-11-01,0,0,0
Jeti Pasir Gudang,RUS,2022-12-01,1,1,0
Jeti Pasir Gudang,RUS,2023-01-01,0,0,0
Jeti Pasir Gudang,RUS,2023-02-01,0,0,0
Jeti Pasir Gudang,RUS,2023-03-01,0,0,0
Jeti Pasir Gudang,RUS,2023-04-01,0,0,0
Jeti Pasir Gudang,RUS,2023-05-01,0,0,0
Jeti Pasir Gudang,RUS,2023-06-01,0,0,0
Jeti Pasir Gudang,RUS,2023-07-01,2,2,0
Jeti Pasir Gudang,RUS,2023-08-01,0,0,0
Jeti Pasir Gudang,RUS,2023-09-01,0,0,0
Jeti Pasir Gudang,RUS,2023-10-01,0,0,0
Jeti Pasir Gudang,RUS,2023-11-01,0,0,0
Jeti Pasir Gudang,SAU,2020-01-01,0,0,0
Jeti Pasir Gudang,SAU,2020-02-01,0,0,0
Jeti Pasir Gudang,SAU,2020-03-01,0,0,0
Jeti Pasir Gudang,SAU,2020-04-01,0,0,0
Jeti Pasir Gudang,SAU,2020-05-01,0,0,0
Jeti Pasir Gudang,SAU,2020-06-01,0,0,0
Jeti Pasir Gudang,SAU,2020-07-01,0,0,0
Jeti Pasir Gudang,SAU,2020-08-01,0,0,0
Jeti Pasir Gudang,SAU,2020-09-01,0,0,0
Jeti Pasir Gudang,SAU,2020-10-01,0,0,0
Jeti Pasir Gudang,SAU,2020-11-01,0,0,0
Jeti Pasir Gudang,SAU,2020-12-01,0,0,0
Jeti Pasir Gudang,SAU,2021-01-01,0,0,0
Jeti Pasir Gudang,SAU,2021-02-01,0,0,0
Jeti Pasir Gudang,SAU,2021-03-01,0,0,0
Jeti Pasir Gudang,SAU,2021-04-01,0,0,0
Jeti Pasir Gudang,SAU,2021-05-01,0,0,0
Jeti Pasir Gudang,SAU,2021-06-01,0,0,0
Jeti Pasir Gudang,SAU,2021-07-01,0,0,0
Jeti Pasir Gudang,SAU,2021-08-01,0,0,0
Jeti Pasir Gudang,SAU,2021-09-01,0,0,0
Jeti Pasir Gudang,SAU,2021-10-01,0,0,0
Jeti Pasir Gudang,SAU,2021-11-01,0,0,0
Jeti Pasir Gudang,SAU,2021-12-01,0,0,0
Jeti Pasir Gudang,SAU,2022-01-01,0,0,0
Jeti Pasir Gudang,SAU,2022-02-01,0,0,0
Jeti Pasir Gudang,SAU,2022-03-01,0,0,0
Jeti Pasir Gudang,SAU,2022-04-01,0,0,0
Jeti Pasir Gudang,SAU,2022-05-01,0,0,0
Jeti Pasir Gudang,SAU,2022-06-01,1,1,0
Jeti Pasir Gudang,SAU,2022-07-01,1,1,0
Jeti Pasir Gudang,SAU,2022-08-01,0,0,0
Jeti Pasir Gudang,SAU,2022-09-01,0,0,0
Jeti Pasir Gudang,SAU,2022-10-01,0,0,0
Jeti Pasir Gudang,SAU,2022-11-01,0,0,0
Jeti Pasir Gudang,SAU,2022-12-01,0,0,0
Jeti Pasir Gudang,SAU,2023-01-01,0,0,0
Jeti Pasir Gudang,SAU,2023-02-01,0,0,0
Jeti Pasir Gudang,SAU,2023-03-01,0,0,0
Jeti Pasir Gudang,SAU,2023-04-01,0,0,0
Jeti Pasir Gudang,SAU,2023-05-01,0,0,0
Jeti Pasir Gudang,SAU,2023-06-01,0,0,0
Jeti Pasir Gudang,SAU,2023-07-01,0,0,0
Jeti Pasir Gudang,SAU,2023-08-01,0,0,0
Jeti Pasir Gudang,SAU,2023-09-01,0,0,0
Jeti Pasir Gudang,SAU,2023-10-01,0,0,0
Jeti Pasir Gudang,SAU,2023-11-01,0,0,0
Jeti Pasir Gudang,SGP,2020-01-01,23,16,7
Jeti Pasir Gudang,SGP,2020-02-01,18,13,5
Jeti Pasir Gudang,SGP,2020-03-01,13,9,4
Jeti Pasir Gudang,SGP,2020-04-01,0,0,0
Jeti Pasir Gudang,SGP,2020-05-01,0,0,0
Jeti Pasir Gudang,SGP,2020-06-01,0,0,0
Jeti Pasir Gudang,SGP,2020-07-01,0,0,0
Jeti Pasir Gudang,SGP,2020-08-01,0,0,0
Jeti Pasir Gudang,SGP,2020-09-01,0,0,0
Jeti Pasir Gudang,SGP,2020-10-01,0,0,0
Jeti Pasir Gudang,SGP,2020-11-01,0,0,0
Jeti Pasir Gudang,SGP,2020-12-01,0,0,0
Jeti Pasir Gudang,SGP,2021-01-01,0,0,0
Jeti Pasir Gudang,SGP,2021-02-01,0,0,0
Jeti Pasir Gudang,SGP,2021-03-01,0,0,0
Jeti Pasir Gudang,SGP,2021-04-01,0,0,0
Jeti Pasir Gudang,SGP,2021-05-01,0,0,0
Jeti Pasir Gudang,SGP,2021-06-01,0,0,0
Jeti Pasir Gudang,SGP,2021-07-01,0,0,0
Jeti Pasir Gudang,SGP,2021-08-01,0,0,0
Jeti Pasir Gudang,SGP,2021-09-01,0,0,0
Jeti Pasir Gudang,SGP,2021-10-01,0,0,0
Jeti Pasir Gudang,SGP,2021-11-01,0,0,0
Jeti Pasir Gudang,SGP,2021-12-01,0,0,0
Jeti Pasir Gudang,SGP,2022-01-01,0,0,0
Jeti Pasir Gudang,SGP,2022-02-01,0,0,0
Jeti Pasir Gudang,SGP,2022-03-01,0,0,0
Jeti Pasir Gudang,SGP,2022-04-01,1,0,1
Jeti Pasir Gudang,SGP,2022-05-01,2,2,0
Jeti Pasir Gudang,SGP,2022-06-01,13,9,4
Jeti Pasir Gudang,SGP,2022-07-01,6,5,1
Jeti Pasir Gudang,SGP,2022-08-01,1,1,0
Jeti Pasir Gudang,SGP,2022-09-01,10,6,4
Jeti Pasir Gudang,SGP,2022-10-01,10,6,4
Jeti Pasir Gudang,SGP,2022-11-01,9,7,2
Jeti Pasir Gudang,SGP,2022-12-01,10,9,1
Jeti Pasir Gudang,SGP,2023-01-01,19,10,9
Jeti Pasir Gudang,SGP,2023-02-01,5,5,0
Jeti Pasir Gudang,SGP,2023-03-01,12,9,3
Jeti Pasir Gudang,SGP,2023-04-01,5,4,1
Jeti Pasir Gudang,SGP,2023-05-01,10,7,3
Jeti Pasir Gudang,SGP,2023-06-01,13,12,1
Jeti Pasir Gudang,SGP,2023-07-01,13,6,7
Jeti Pasir Gudang,SGP,2023-08-01,13,9,4
Jeti Pasir Gudang,SGP,2023-09-01,28,18,10
Jeti Pasir Gudang,SGP,2023-10-01,23,17,6
Jeti Pasir Gudang,SGP,2023-11-01,41,23,18
Jeti Pasir Gudang,SSD,2020-01-01,0,0,0
Jeti Pasir Gudang,SSD,2020-02-01,0,0,0
Jeti Pasir Gudang,SSD,2020-03-01,0,0,0
Jeti Pasir Gudang,SSD,2020-04-01,0,0,0
Jeti Pasir Gudang,SSD,2020-05-01,0,0,0
Jeti Pasir Gudang,SSD,2020-06-01,0,0,0
Jeti Pasir Gudang,SSD,2020-07-01,0,0,0
Jeti Pasir Gudang,SSD,2020-08-01,0,0,0
Jeti Pasir Gudang,SSD,2020-09-01,0,0,0
Jeti Pasir Gudang,SSD,2020-10-01,0,0,0
Jeti Pasir Gudang,SSD,2020-11-01,0,0,0
Jeti Pasir Gudang,SSD,2020-12-01,0,0,0
Jeti Pasir Gudang,SSD,2021-01-01,0,0,0
Jeti Pasir Gudang,SSD,2021-02-01,0,0,0
Jeti Pasir Gudang,SSD,2021-03-01,0,0,0
Jeti Pasir Gudang,SSD,2021-04-01,0,0,0
Jeti Pasir Gudang,SSD,2021-05-01,0,0,0
Jeti Pasir Gudang,SSD,2021-06-01,0,0,0
Jeti Pasir Gudang,SSD,2021-07-01,0,0,0
Jeti Pasir Gudang,SSD,2021-08-01,0,0,0
Jeti Pasir Gudang,SSD,2021-09-01,0,0,0
Jeti Pasir Gudang,SSD,2021-10-01,0,0,0
Jeti Pasir Gudang,SSD,2021-11-01,0,0,0
Jeti Pasir Gudang,SSD,2021-12-01,0,0,0
Jeti Pasir Gudang,SSD,2022-01-01,0,0,0
Jeti Pasir Gudang,SSD,2022-02-01,0,0,0
Jeti Pasir Gudang,SSD,2022-03-01,0,0,0
Jeti Pasir Gudang,SSD,2022-04-01,0,0,0
Jeti Pasir Gudang,SSD,2022-05-01,0,0,0
Jeti Pasir Gudang,SSD,2022-06-01,0,0,0
Jeti Pasir Gudang,SSD,2022-07-01,0,0,0
Jeti Pasir Gudang,SSD,2022-08-01,0,0,0
Jeti Pasir Gudang,SSD,2022-09-01,0,0,0
Jeti Pasir Gudang,SSD,2022-10-01,0,0,0
Jeti Pasir Gudang,SSD,2022-11-01,0,0,0
Jeti Pasir Gudang,SSD,2022-12-01,0,0,0
Jeti Pasir Gudang,SSD,2023-01-01,0,0,0
Jeti Pasir Gudang,SSD,2023-02-01,0,0,0
Jeti Pasir Gudang,SSD,2023-03-01,0,0,0
Jeti Pasir Gudang,SSD,2023-04-01,0,0,0
Jeti Pasir Gudang,SSD,2023-05-01,0,0,0
Jeti Pasir Gudang,SSD,2023-06-01,0,0,0
Jeti Pasir Gudang,SSD,2023-07-01,0,0,0
Jeti Pasir Gudang,SSD,2023-08-01,10,7,3
Jeti Pasir Gudang,SSD,2023-09-01,0,0,0
Jeti Pasir Gudang,SSD,2023-10-01,0,0,0
Jeti Pasir Gudang,SSD,2023-11-01,0,0,0
Jeti Pasir Gudang,SYC,2020-01-01,0,0,0
Jeti Pasir Gudang,SYC,2020-02-01,0,0,0
Jeti Pasir Gudang,SYC,2020-03-01,0,0,0
Jeti Pasir Gudang,SYC,2020-04-01,0,0,0
Jeti Pasir Gudang,SYC,2020-05-01,0,0,0
Jeti Pasir Gudang,SYC,2020-06-01,0,0,0
Jeti Pasir Gudang,SYC,2020-07-01,0,0,0
Jeti Pasir Gudang,SYC,2020-08-01,0,0,0
Jeti Pasir Gudang,SYC,2020-09-01,0,0,0
Jeti Pasir Gudang,SYC,2020-10-01,0,0,0
Jeti Pasir Gudang,SYC,2020-11-01,0,0,0
Jeti Pasir Gudang,SYC,2020-12-01,0,0,0
Jeti Pasir Gudang,SYC,2021-01-01,0,0,0
Jeti Pasir Gudang,SYC,2021-02-01,0,0,0
Jeti Pasir Gudang,SYC,2021-03-01,0,0,0
Jeti Pasir Gudang,SYC,2021-04-01,0,0,0
Jeti Pasir Gudang,SYC,2021-05-01,0,0,0
Jeti Pasir Gudang,SYC,2021-06-01,0,0,0
Jeti Pasir Gudang,SYC,2021-07-01,0,0,0
Jeti Pasir Gudang,SYC,2021-08-01,0,0,0
Jeti Pasir Gudang,SYC,2021-09-01,0,0,0
Jeti Pasir Gudang,SYC,2021-10-01,0,0,0
Jeti Pasir Gudang,SYC,2021-11-01,0,0,0
Jeti Pasir Gudang,SYC,2021-12-01,0,0,0
Jeti Pasir Gudang,SYC,2022-01-01,0,0,0
Jeti Pasir Gudang,SYC,2022-02-01,0,0,0
Jeti Pasir Gudang,SYC,2022-03-01,0,0,0
Jeti Pasir Gudang,SYC,2022-04-01,0,0,0
Jeti Pasir Gudang,SYC,2022-05-01,0,0,0
Jeti Pasir Gudang,SYC,2022-06-01,0,0,0
Jeti Pasir Gudang,SYC,2022-07-01,0,0,0
Jeti Pasir Gudang,SYC,2022-08-01,0,0,0
Jeti Pasir Gudang,SYC,2022-09-01,0,0,0
Jeti Pasir Gudang,SYC,2022-10-01,0,0,0
Jeti Pasir Gudang,SYC,2022-11-01,0,0,0
Jeti Pasir Gudang,SYC,2022-12-01,1,1,0
Jeti Pasir Gudang,SYC,2023-01-01,0,0,0
Jeti Pasir Gudang,SYC,2023-02-01,0,0,0
Jeti Pasir Gudang,SYC,2023-03-01,0,0,0
Jeti Pasir Gudang,SYC,2023-04-01,0,0,0
Jeti Pasir Gudang,SYC,2023-05-01,0,0,0
Jeti Pasir Gudang,SYC,2023-06-01,0,0,0
Jeti Pasir Gudang,SYC,2023-07-01,0,0,0
Jeti Pasir Gudang,SYC,2023-08-01,0,0,0
Jeti Pasir Gudang,SYC,2023-09-01,0,0,0
Jeti Pasir Gudang,SYC,2023-10-01,0,0,0
Jeti Pasir Gudang,SYC,2023-11-01,0,0,0
Jeti Pasir Gudang,THA,2020-01-01,0,0,0
Jeti Pasir Gudang,THA,2020-02-01,0,0,0
Jeti Pasir Gudang,THA,2020-03-01,0,0,0
Jeti Pasir Gudang,THA,2020-04-01,0,0,0
Jeti Pasir Gudang,THA,2020-05-01,0,0,0
Jeti Pasir Gudang,THA,2020-06-01,0,0,0
Jeti Pasir Gudang,THA,2020-07-01,0,0,0
Jeti Pasir Gudang,THA,2020-08-01,0,0,0
Jeti Pasir Gudang,THA,2020-09-01,0,0,0
Jeti Pasir Gudang,THA,2020-10-01,0,0,0
Jeti Pasir Gudang,THA,2020-11-01,0,0,0
Jeti Pasir Gudang,THA,2020-12-01,0,0,0
Jeti Pasir Gudang,THA,2021-01-01,0,0,0
Jeti Pasir Gudang,THA,2021-02-01,0,0,0
Jeti Pasir Gudang,THA,2021-03-01,0,0,0
Jeti Pasir Gudang,THA,2021-04-01,0,0,0
Jeti Pasir Gudang,THA,2021-05-01,0,0,0
Jeti Pasir Gudang,THA,2021-06-01,0,0,0
Jeti Pasir Gudang,THA,2021-07-01,0,0,0
Jeti Pasir Gudang,THA,2021-08-01,0,0,0
Jeti Pasir Gudang,THA,2021-09-01,0,0,0
Jeti Pasir Gudang,THA,2021-10-01,0,0,0
Jeti Pasir Gudang,THA,2021-11-01,0,0,0
Jeti Pasir Gudang,THA,2021-12-01,0,0,0
Jeti Pasir Gudang,THA,2022-01-01,0,0,0
Jeti Pasir Gudang,THA,2022-02-01,0,0,0
Jeti Pasir Gudang,THA,2022-03-01,0,0,0
Jeti Pasir Gudang,THA,2022-04-01,0,0,0
Jeti Pasir Gudang,THA,2022-05-01,1,0,1
Jeti Pasir Gudang,THA,2022-06-01,0,0,0
Jeti Pasir Gudang,THA,2022-07-01,0,0,0
Jeti Pasir Gudang,THA,2022-08-01,1,0,1
Jeti Pasir Gudang,THA,2022-09-01,0,0,0
Jeti Pasir Gudang,THA,2022-10-01,2,1,1
Jeti Pasir Gudang,THA,2022-11-01,0,0,0
Jeti Pasir Gudang,THA,2022-12-01,0,0,0
Jeti Pasir Gudang,THA,2023-01-01,2,1,1
Jeti Pasir Gudang,THA,2023-02-01,0,0,0
Jeti Pasir Gudang,THA,2023-03-01,7,7,0
Jeti Pasir Gudang,THA,2023-04-01,1,0,1
Jeti Pasir Gudang,THA,2023-05-01,1,0,1
Jeti Pasir Gudang,THA,2023-06-01,4,3,1
Jeti Pasir Gudang,THA,2023-07-01,4,1,3
Jeti Pasir Gudang,THA,2023-08-01,2,0,2
Jeti Pasir Gudang,THA,2023-09-01,0,0,0
Jeti Pasir Gudang,THA,2023-10-01,2,2,0
Jeti Pasir Gudang,THA,2023-11-01,0,0,0
Jeti Pasir Gudang,TLS,2020-01-01,0,0,0
Jeti Pasir Gudang,TLS,2020-02-01,0,0,0
Jeti Pasir Gudang,TLS,2020-03-01,0,0,0
Jeti Pasir Gudang,TLS,2020-04-01,0,0,0
Jeti Pasir Gudang,TLS,2020-05-01,0,0,0
Jeti Pasir Gudang,TLS,2020-06-01,0,0,0
Jeti Pasir Gudang,TLS,2020-07-01,0,0,0
Jeti Pasir Gudang,TLS,2020-08-01,0,0,0
Jeti Pasir Gudang,TLS,2020-09-01,0,0,0
Jeti Pasir Gudang,TLS,2020-10-01,0,0,0
Jeti Pasir Gudang,TLS,2020-11-01,0,0,0
Jeti Pasir Gudang,TLS,2020-12-01,0,0,0
Jeti Pasir Gudang,TLS,2021-01-01,0,0,0
Jeti Pasir Gudang,TLS,2021-02-01,0,0,0
Jeti Pasir Gudang,TLS,2021-03-01,0,0,0
Jeti Pasir Gudang,TLS,2021-04-01,0,0,0
Jeti Pasir Gudang,TLS,2021-05-01,0,0,0
Jeti Pasir Gudang,TLS,2021-06-01,0,0,0
Jeti Pasir Gudang,TLS,2021-07-01,0,0,0
Jeti Pasir Gudang,TLS,2021-08-01,0,0,0
Jeti Pasir Gudang,TLS,2021-09-01,0,0,0
Jeti Pasir Gudang,TLS,2021-10-01,0,0,0
Jeti Pasir Gudang,TLS,2021-11-01,0,0,0
Jeti Pasir Gudang,TLS,2021-12-01,0,0,0
Jeti Pasir Gudang,TLS,2022-01-01,0,0,0
Jeti Pasir Gudang,TLS,2022-02-01,0,0,0
Jeti Pasir Gudang,TLS,2022-03-01,0,0,0
Jeti Pasir Gudang,TLS,2022-04-01,0,0,0
Jeti Pasir Gudang,TLS,2022-05-01,0,0,0
Jeti Pasir Gudang,TLS,2022-06-01,0,0,0
Jeti Pasir Gudang,TLS,2022-07-01,17,17,0
Jeti Pasir Gudang,TLS,2022-08-01,14,14,0
Jeti Pasir Gudang,TLS,2022-09-01,25,22,3
Jeti Pasir Gudang,TLS,2022-10-01,0,0,0
Jeti Pasir Gudang,TLS,2022-11-01,0,0,0
Jeti Pasir Gudang,TLS,2022-12-01,0,0,0
Jeti Pasir Gudang,TLS,2023-01-01,0,0,0
Jeti Pasir Gudang,TLS,2023-02-01,1,1,0
Jeti Pasir Gudang,TLS,2023-03-01,0,0,0
Jeti Pasir Gudang,TLS,2023-04-01,0,0,0
Jeti Pasir Gudang,TLS,2023-05-01,0,0,0
Jeti Pasir Gudang,TLS,2023-06-01,0,0,0
Jeti Pasir Gudang,TLS,2023-07-01,0,0,0
Jeti Pasir Gudang,TLS,2023-08-01,0,0,0
Jeti Pasir Gudang,TLS,2023-09-01,0,0,0
Jeti Pasir Gudang,TLS,2023-10-01,0,0,0
Jeti Pasir Gudang,TLS,2023-11-01,0,0,0
Jeti Pasir Gudang,TUN,2020-01-01,1,1,0
Jeti Pasir Gudang,TUN,2020-02-01,0,0,0
Jeti Pasir Gudang,TUN,2020-03-01,0,0,0
Jeti Pasir Gudang,TUN,2020-04-01,0,0,0
Jeti Pasir Gudang,TUN,2020-05-01,0,0,0
Jeti Pasir Gudang,TUN,2020-06-01,0,0,0
Jeti Pasir Gudang,TUN,2020-07-01,0,0,0
Jeti Pasir Gudang,TUN,2020-08-01,0,0,0
Jeti Pasir Gudang,TUN,2020-09-01,0,0,0
Jeti Pasir Gudang,TUN,2020-10-01,0,0,0
Jeti Pasir Gudang,TUN,2020-11-01,0,0,0
Jeti Pasir Gudang,TUN,2020-12-01,0,0,0
Jeti Pasir Gudang,TUN,2021-01-01,0,0,0
Jeti Pasir Gudang,TUN,2021-02-01,0,0,0
Jeti Pasir Gudang,TUN,2021-03-01,0,0,0
Jeti Pasir Gudang,TUN,2021-04-01,0,0,0
Jeti Pasir Gudang,TUN,2021-05-01,0,0,0
Jeti Pasir Gudang,TUN,2021-06-01,0,0,0
Jeti Pasir Gudang,TUN,2021-07-01,0,0,0
Jeti Pasir Gudang,TUN,2021-08-01,0,0,0
Jeti Pasir Gudang,TUN,2021-09-01,0,0,0
Jeti Pasir Gudang,TUN,2021-10-01,0,0,0
Jeti Pasir Gudang,TUN,2021-11-01,0,0,0
Jeti Pasir Gudang,TUN,2021-12-01,0,0,0
Jeti Pasir Gudang,TUN,2022-01-01,0,0,0
Jeti Pasir Gudang,TUN,2022-02-01,0,0,0
Jeti Pasir Gudang,TUN,2022-03-01,0,0,0
Jeti Pasir Gudang,TUN,2022-04-01,0,0,0
Jeti Pasir Gudang,TUN,2022-05-01,0,0,0
Jeti Pasir Gudang,TUN,2022-06-01,0,0,0
Jeti Pasir Gudang,TUN,2022-07-01,0,0,0
Jeti Pasir Gudang,TUN,2022-08-01,0,0,0
Jeti Pasir Gudang,TUN,2022-09-01,0,0,0
Jeti Pasir Gudang,TUN,2022-10-01,0,0,0
Jeti Pasir Gudang,TUN,2022-11-01,0,0,0
Jeti Pasir Gudang,TUN,2022-12-01,0,0,0
Jeti Pasir Gudang,TUN,2023-01-01,0,0,0
Jeti Pasir Gudang,TUN,2023-02-01,0,0,0
Jeti Pasir Gudang,TUN,2023-03-01,0,0,0
Jeti Pasir Gudang,TUN,2023-04-01,0,0,0
Jeti Pasir Gudang,TUN,2023-05-01,0,0,0
Jeti Pasir Gudang,TUN,2023-06-01,0,0,0
Jeti Pasir Gudang,TUN,2023-07-01,0,0,0
Jeti Pasir Gudang,TUN,2023-08-01,0,0,0
Jeti Pasir Gudang,TUN,2023-09-01,0,0,0
Jeti Pasir Gudang,TUN,2023-10-01,0,0,0
Jeti Pasir Gudang,TUN,2023-11-01,0,0,0
Jeti Pasir Gudang,TUR,2020-01-01,1,1,0
Jeti Pasir Gudang,TUR,2020-02-01,1,1,0
Jeti Pasir Gudang,TUR,2020-03-01,1,1,0
Jeti Pasir Gudang,TUR,2020-04-01,0,0,0
Jeti Pasir Gudang,TUR,2020-05-01,0,0,0
Jeti Pasir Gudang,TUR,2020-06-01,0,0,0
Jeti Pasir Gudang,TUR,2020-07-01,0,0,0
Jeti Pasir Gudang,TUR,2020-08-01,0,0,0
Jeti Pasir Gudang,TUR,2020-09-01,0,0,0
Jeti Pasir Gudang,TUR,2020-10-01,0,0,0
Jeti Pasir Gudang,TUR,2020-11-01,0,0,0
Jeti Pasir Gudang,TUR,2020-12-01,0,0,0
Jeti Pasir Gudang,TUR,2021-01-01,0,0,0
Jeti Pasir Gudang,TUR,2021-02-01,0,0,0
Jeti Pasir Gudang,TUR,2021-03-01,0,0,0
Jeti Pasir Gudang,TUR,2021-04-01,0,0,0
Jeti Pasir Gudang,TUR,2021-05-01,0,0,0
Jeti Pasir Gudang,TUR,2021-06-01,0,0,0
Jeti Pasir Gudang,TUR,2021-07-01,0,0,0
Jeti Pasir Gudang,TUR,2021-08-01,0,0,0
Jeti Pasir Gudang,TUR,2021-09-01,0,0,0
Jeti Pasir Gudang,TUR,2021-10-01,0,0,0
Jeti Pasir Gudang,TUR,2021-11-01,0,0,0
Jeti Pasir Gudang,TUR,2021-12-01,0,0,0
Jeti Pasir Gudang,TUR,2022-01-01,0,0,0
Jeti Pasir Gudang,TUR,2022-02-01,0,0,0
Jeti Pasir Gudang,TUR,2022-03-01,0,0,0
Jeti Pasir Gudang,TUR,2022-04-01,0,0,0
Jeti Pasir Gudang,TUR,2022-05-01,0,0,0
Jeti Pasir Gudang,TUR,2022-06-01,0,0,0
Jeti Pasir Gudang,TUR,2022-07-01,0,0,0
Jeti Pasir Gudang,TUR,2022-08-01,1,1,0
Jeti Pasir Gudang,TUR,2022-09-01,0,0,0
Jeti Pasir Gudang,TUR,2022-10-01,1,1,0
Jeti Pasir Gudang,TUR,2022-11-01,0,0,0
Jeti Pasir Gudang,TUR,2022-12-01,0,0,0
Jeti Pasir Gudang,TUR,2023-01-01,0,0,0
Jeti Pasir Gudang,TUR,2023-02-01,0,0,0
Jeti Pasir Gudang,TUR,2023-03-01,0,0,0
Jeti Pasir Gudang,TUR,2023-04-01,1,1,0
Jeti Pasir Gudang,TUR,2023-05-01,0,0,0
Jeti Pasir Gudang,TUR,2023-06-01,0,0,0
Jeti Pasir Gudang,TUR,2023-07-01,0,0,0
Jeti Pasir Gudang,TUR,2023-08-01,0,0,0
Jeti Pasir Gudang,TUR,2023-09-01,0,0,0
Jeti Pasir Gudang,TUR,2023-10-01,0,0,0
Jeti Pasir Gudang,TUR,2023-11-01,0,0,0
Jeti Pasir Gudang,TWN,2020-01-01,1,1,0
Jeti Pasir Gudang,TWN,2020-02-01,0,0,0
Jeti Pasir Gudang,TWN,2020-03-01,0,0,0
Jeti Pasir Gudang,TWN,2020-04-01,0,0,0
Jeti Pasir Gudang,TWN,2020-05-01,0,0,0
Jeti Pasir Gudang,TWN,2020-06-01,0,0,0
Jeti Pasir Gudang,TWN,2020-07-01,0,0,0
Jeti Pasir Gudang,TWN,2020-08-01,0,0,0
Jeti Pasir Gudang,TWN,2020-09-01,0,0,0
Jeti Pasir Gudang,TWN,2020-10-01,0,0,0
Jeti Pasir Gudang,TWN,2020-11-01,0,0,0
Jeti Pasir Gudang,TWN,2020-12-01,0,0,0
Jeti Pasir Gudang,TWN,2021-01-01,0,0,0
Jeti Pasir Gudang,TWN,2021-02-01,0,0,0
Jeti Pasir Gudang,TWN,2021-03-01,0,0,0
Jeti Pasir Gudang,TWN,2021-04-01,0,0,0
Jeti Pasir Gudang,TWN,2021-05-01,0,0,0
Jeti Pasir Gudang,TWN,2021-06-01,0,0,0
Jeti Pasir Gudang,TWN,2021-07-01,0,0,0
Jeti Pasir Gudang,TWN,2021-08-01,0,0,0
Jeti Pasir Gudang,TWN,2021-09-01,0,0,0
Jeti Pasir Gudang,TWN,2021-10-01,0,0,0
Jeti Pasir Gudang,TWN,2021-11-01,0,0,0
Jeti Pasir Gudang,TWN,2021-12-01,0,0,0
Jeti Pasir Gudang,TWN,2022-01-01,0,0,0
Jeti Pasir Gudang,TWN,2022-02-01,0,0,0
Jeti Pasir Gudang,TWN,2022-03-01,0,0,0
Jeti Pasir Gudang,TWN,2022-04-01,0,0,0
Jeti Pasir Gudang,TWN,2022-05-01,0,0,0
Jeti Pasir Gudang,TWN,2022-06-01,0,0,0
Jeti Pasir Gudang,TWN,2022-07-01,1,1,0
